https://t.co/btz743xLs4
https://t.co/BeFlxa1f8b
God supports democracy, freedom and human rights. God and the people together. Against the dictatorship of bullying people. https://t.co/hNFD9b3E01
Taiwan's sovereignty https://t.co/DJJUCZFVK3
@BillGates @Harvard Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates @Malala Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates @NickKristof Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates @AyushmanNHA @PMOIndia Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates @repjohnlewis Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates @reidhoffman Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@gatesfoundation @BillGates Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates @DrTedros Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates @gavi @GlobalFund @theGFF Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BillGates Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@emilyctamkin @sarahmargon Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@sarahmargon @DanielJJonesUS Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@sarahmargon Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@johnsifton Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@AJEnglish @johnsifton Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@johnsifton Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@bequelin @minarp @saifuddinabd @shaminiamnesty @AmnestyMy Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@bequelin @JimMillward @nybooks @amnesty Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@bequelin @patrickpoon Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@bequelin @amnesty Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@amnestychinese Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@amnestychinese @dorianelau Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@amnestychinese Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@CHRDnet Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@CHRDnet Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@hrw_chinese @SophieHRW Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@punditclass @SophieHRW @joannachiu Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@CHRDnet @SophieHRW Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@UselessTree @SophieHRW Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@SophieHRW @meghara Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@SophieHRW @MFATgovtNZ @hrw @hrw_chinese Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@fietsprofessor @PhelimKine Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@PhelimKine @YangheeLeeSKKU @P4HR Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@emilyrauhala @PhelimKine @joannachiu Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@PhelimKine @YangheeLeeSKKU @P4HR Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@BradMAdams Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@johnsifton @BradMAdams Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
@jazzyjtyler @BradMAdams @hrw @civilrightsorg @NAACP_LDF @nytimes @PittsburghPG Please help 1.5 billion people in the 1/5 world. The UN is used by the China Communist Party  as a tool to expand power and deprive human rights and life. It's the most evil regime in the world. For the way to disintegrate the China Communist Party, please see my Twitter. Thanks
